ID,Income,Debt,Credit_History_Length,Number_of_Credit_Accounts,Credit_Utilization,Payment_History,Loan_Type,Default_History,Employment_Status,Age,Residence_Status,Education_Level,Marital_Status,Number_of_Dependents,Recent_Credit_Inquiries,Existing_Savings,CIBIL_Score
196,63039,26484,8,8,0.63760334729992,48.1131845679447,Credit Card,4,Self-employed,53,Rented,Bachelor’s,Divorced,1,0,21224,300
197,145405,26253,3,8,0.571510549797285,16.4176694927488,Personal Loan,3,Self-employed,54,Owned,Master’s,Divorced,0,0,12165,300
198,66593,1327,13,5,0.321960851462104,59.6918345036827,Personal Loan,2,Salaried,23,Rented,Doctorate,Married,0,3,65256,490.410165438964
199,23999,44298,19,10,0.975043145288528,98.2828381559377,Home Loan,5,Unemployed,58,Mortgaged,Master’s,Married,2,3,52498,300
200,106020,13454,18,2,0.0579692897355438,7.14007637575493,Personal Loan,2,Self-employed,50,Rented,Doctorate,Married,2,3,73555,491.183109214323
201,138775,9706,15,10,0.226054957547161,73.5888657852239,Credit Card,3,Salaried,42,Owned,Master’s,Single,2,1,41615,508.175603804563
202,53890,32930,16,8,0.977256439038263,70.5677000719565,Credit Card,4,Salaried,56,Owned,High School,Single,1,1,23194,300
203,46494,48746,16,10,0.392895822494785,35.4985676172074,Credit Card,1,Salaried,49,Rented,Master’s,Married,3,2,77349,325.725701559125
204,90711,49001,14,5,0.264759528835102,62.156150712723,Auto Loan,4,Unemployed,50,Owned,Master’s,Divorced,0,0,56574,300
205,93560,19894,3,8,0.476951986125992,11.677044303544,Home Loan,3,Salaried,45,Mortgaged,Bachelor’s,Divorced,4,4,40821,300
206,37897,20335,10,8,0.191743184205972,48.4809681008127,Home Loan,3,Unemployed,21,Rented,Master’s,Divorced,3,4,39783,318.655832296476
207,97102,49968,2,2,0.451724214254295,45.7868208052657,Personal Loan,2,Salaried,55,Rented,Bachelor’s,Divorced,0,5,78145,300
208,52744,10763,4,7,0.828054893033642,81.6189217634669,Home Loan,2,Unemployed,41,Mortgaged,Master’s,Single,5,1,15974,314.351638245036
209,136321,13132,15,1,0.0372376880730854,98.624676670502,Personal Loan,4,Salaried,25,Owned,Doctorate,Single,4,2,3105,425.809236194609
210,81803,8940,14,7,0.291622127148237,47.9507674871851,Credit Card,3,Unemployed,62,Mortgaged,Master’s,Divorced,1,1,81347,429.648504362102
211,87527,44065,13,2,0.552894608744361,70.672394880885,Credit Card,1,Self-employed,33,Owned,High School,Single,4,2,39744,308.07306989934
212,24169,31354,18,7,0.183865097916512,14.8735710169626,Personal Loan,3,Salaried,35,Mortgaged,Master’s,Married,5,3,57492,313.392942383497
213,71583,34246,15,3,0.976612996843999,40.5225342910139,Personal Loan,0,Salaried,27,Mortgaged,Doctorate,Single,3,5,12854,364.091967461107
214,75186,34118,8,7,0.1762330317177,36.0969153151107,Auto Loan,0,Unemployed,31,Mortgaged,High School,Divorced,4,5,92945,394.959154485785
215,70060,45010,19,6,0.695094965454607,14.9947814528515,Personal Loan,2,Unemployed,63,Rented,Doctorate,Married,5,1,38658,300
216,135514,29284,17,6,0.86728096500793,60.2347428499679,Credit Card,0,Salaried,45,Rented,Doctorate,Single,3,4,93516,487.311941590858
217,88639,27950,4,10,0.502580897610609,99.488852668753,Home Loan,5,Self-employed,21,Rented,Master’s,Married,0,2,21953,300
218,53735,45369,4,4,0.341839934922382,95.2157795265125,Personal Loan,1,Self-employed,53,Mortgaged,Master’s,Married,1,3,70335,300
219,82159,34683,6,2,0.736331809412628,18.2636119292742,Auto Loan,0,Unemployed,46,Mortgaged,Bachelor’s,Married,1,4,74099,300
220,134550,38719,9,4,0.113816394984801,39.412741276065,Personal Loan,5,Self-employed,58,Mortgaged,High School,Divorced,0,4,94858,300
221,93729,49399,14,9,0.56049640018194,41.7250094027808,Credit Card,5,Self-employed,34,Mortgaged,High School,Married,0,2,74757,300
222,115184,25401,2,8,0.703416342276517,47.6071128152941,Credit Card,0,Unemployed,54,Mortgaged,Bachelor’s,Single,0,3,57245,363.246255513329
223,140617,35788,3,8,0.843486068961984,90.4019970204534,Auto Loan,0,Salaried,21,Owned,Master’s,Single,5,0,47194,345.657058280695
224,78865,27836,16,5,0.377994599016081,60.1382955904382,Auto Loan,2,Salaried,52,Mortgaged,High School,Single,4,3,39156,390.666354560278
225,99918,44450,10,4,0.716809687753379,28.8029052899441,Auto Loan,4,Salaried,24,Mortgaged,Bachelor’s,Single,5,2,83491,300
226,102986,6773,3,6,0.236515698546147,67.2786257982932,Auto Loan,0,Unemployed,25,Owned,Doctorate,Single,3,3,16262,504.780076377865
227,103285,20963,4,5,0.657440054702991,98.1099930441543,Credit Card,2,Salaried,33,Owned,Doctorate,Single,3,1,90532,312.352657718445
228,149310,41825,13,6,0.86248653515441,31.9704680198725,Auto Loan,5,Unemployed,48,Owned,Doctorate,Divorced,4,1,50551,300
229,60206,7347,16,8,0.152739504824928,24.0878728632146,Auto Loan,2,Unemployed,39,Owned,High School,Married,1,1,91192,500.172319282448
230,105594,46411,8,9,0.659043020441196,85.5331005412374,Credit Card,1,Unemployed,61,Rented,High School,Single,0,3,8704,300
231,114088,20386,13,7,0.507407034378324,27.7419587927036,Auto Loan,1,Self-employed,28,Mortgaged,High School,Married,2,3,85919,452.258942625186
232,50776,37857,2,9,0.73362877805089,80.6060149841414,Credit Card,3,Unemployed,34,Owned,Bachelor’s,Married,5,2,29792,300
233,99894,7648,6,4,0.748462432661709,89.8604261476564,Credit Card,0,Salaried,21,Mortgaged,Doctorate,Divorced,0,2,16640,478.439969807657
234,25064,43798,3,7,0.0213911497252488,39.7571186610997,Credit Card,1,Salaried,19,Mortgaged,Doctorate,Divorced,4,5,19813,300
235,108382,20014,9,7,0.401933340279188,89.6631059953353,Auto Loan,1,Self-employed,52,Rented,Doctorate,Married,3,2,78591,451.822885636416
236,117512,16683,1,5,0.961696107057165,0.263665838624827,Auto Loan,2,Unemployed,47,Mortgaged,Doctorate,Married,5,2,52639,300
237,145328,4146,5,5,0.296126674782736,18.0257280738511,Personal Loan,3,Self-employed,33,Mortgaged,Master’s,Single,0,0,80330,380.555529891985
238,69275,20532,10,10,0.773141258332369,40.4847528530023,Personal Loan,5,Unemployed,63,Rented,High School,Single,5,4,72513,300
239,75127,21105,16,9,0.831593675339454,99.0480766578297,Credit Card,5,Self-employed,56,Mortgaged,Bachelor’s,Single,0,4,37891,300
240,20519,11688,5,10,0.971132182510286,46.1747833539084,Personal Loan,2,Salaried,29,Owned,High School,Married,0,3,58613,300
241,126623,45096,13,2,0.100421173186981,69.6802923391007,Auto Loan,2,Unemployed,39,Rented,High School,Divorced,5,4,100,323.733362184186
242,32892,14462,8,4,0.546220316015912,2.76591733628622,Credit Card,3,Self-employed,61,Owned,Doctorate,Single,0,4,77920,300
243,51684,33063,16,6,0.272835849752186,55.5953443294068,Auto Loan,3,Salaried,51,Mortgaged,High School,Married,4,0,60996,309.655087189485
244,125736,19187,17,6,0.76694141633304,81.4307066707093,Credit Card,3,Salaried,26,Mortgaged,Doctorate,Single,4,1,2178,401.910211702051
245,81499,49992,2,9,0.24782811003153,23.1497957887026,Credit Card,5,Unemployed,25,Mortgaged,High School,Married,3,5,55531,300
246,145727,44673,12,4,0.47767591065933,36.1528033505317,Personal Loan,5,Salaried,63,Mortgaged,Bachelor’s,Divorced,4,0,98528,300
247,101088,20192,1,3,0.0277642864224852,48.5678924419827,Home Loan,4,Salaried,21,Mortgaged,High School,Divorced,1,2,13701,300
248,57569,45530,16,10,0.985646444306815,15.3451093713774,Auto Loan,5,Salaried,41,Rented,High School,Single,1,4,89242,300
249,29356,26361,13,2,0.848794679312009,34.0472438633118,Auto Loan,5,Unemployed,64,Mortgaged,High School,Married,4,1,47378,300
250,92873,23299,4,4,0.888602402649216,2.73932247954585,Home Loan,3,Unemployed,58,Mortgaged,Bachelor’s,Single,1,2,73179,300
251,70380,11513,12,1,0.140756667562465,38.875940728463,Credit Card,4,Self-employed,45,Mortgaged,Bachelor’s,Single,5,1,85126,319.717303607985
252,62974,38389,19,1,0.859065553137294,41.2477633013826,Credit Card,5,Unemployed,57,Rented,High School,Divorced,5,0,11873,300
253,55241,38246,9,6,0.517800377263959,35.4872574521703,Credit Card,0,Salaried,42,Owned,Master’s,Divorced,5,1,35174,331.560924333023
254,71311,33401,1,8,0.503794520840171,23.846283839278,Home Loan,2,Salaried,26,Owned,High School,Single,2,3,26013,300
255,126516,43787,10,8,0.255712431142352,17.3459541726686,Home Loan,3,Salaried,49,Owned,High School,Divorced,5,4,63591,300
256,125509,12747,20,8,0.485262569042606,41.2670550756446,Credit Card,0,Self-employed,53,Owned,Master’s,Married,5,2,8112,632.044937300229
257,108068,47052,20,6,0.951089048206785,59.6798342032124,Credit Card,5,Salaried,40,Owned,Master’s,Single,2,4,48352,300
258,35811,19180,1,6,0.254121758723186,83.0385289061931,Credit Card,0,Self-employed,50,Mortgaged,Master’s,Divorced,5,1,50714,384.081088580778
259,110039,30163,12,6,0.92571889780452,38.2088185642532,Home Loan,3,Self-employed,38,Rented,Doctorate,Married,0,5,18966,300
260,125161,25507,6,6,0.843606552897098,50.3944590233213,Credit Card,0,Unemployed,52,Owned,Doctorate,Divorced,2,3,63508,386.742240888618
261,130048,32287,9,7,0.610361812303926,54.1337077203727,Personal Loan,3,Salaried,42,Rented,Master’s,Married,0,3,92067,300
262,66463,31819,11,6,0.142676298220694,4.85295178229972,Personal Loan,4,Self-employed,47,Owned,Master’s,Married,4,3,72153,300
263,128239,25513,13,8,0.908197189820411,11.74958831345,Auto Loan,3,Salaried,25,Rented,Bachelor’s,Single,4,2,21802,300
264,63637,36229,14,2,0.0302641194068081,63.556189175253,Personal Loan,4,Self-employed,45,Rented,Bachelor’s,Divorced,4,3,83907,300
265,130349,19212,5,9,0.097906217611849,55.4414866199331,Personal Loan,0,Unemployed,28,Owned,Bachelor’s,Single,0,0,53518,503.769454882115
266,33573,44358,18,9,0.961763617760155,85.8266410487896,Auto Loan,5,Self-employed,53,Owned,High School,Single,0,0,44468,300
267,22298,33689,17,6,0.228634177354206,34.0813671464478,Personal Loan,1,Unemployed,24,Rented,Doctorate,Single,3,2,38872,390.597599171137
268,131763,6542,8,9,0.618284526926405,49.7472693712849,Personal Loan,0,Salaried,49,Mortgaged,Master’s,Married,2,4,51924,543.177181993002
269,73461,47763,19,2,0.404184330155071,63.4153402025892,Personal Loan,3,Self-employed,44,Mortgaged,Doctorate,Single,0,0,51993,300
270,106860,39316,12,5,0.00769671752589152,65.056092020768,Auto Loan,0,Self-employed,36,Mortgaged,Doctorate,Married,3,1,48962,451.418374257795
271,63908,48992,14,6,0.0552962836629464,51.0161335107566,Credit Card,1,Unemployed,48,Rented,Doctorate,Divorced,5,3,25799,337.623771722417
272,94087,7273,3,2,0.13108410336073,57.3739257529121,Personal Loan,3,Self-employed,43,Owned,Doctorate,Divorced,1,1,46294,331.93821920705
273,134435,34751,12,6,0.264346302648455,8.74390934527516,Home Loan,2,Unemployed,29,Mortgaged,Master’s,Married,3,5,72887,343.805657741125
274,45907,5315,9,5,0.746322568114235,67.1092429576402,Auto Loan,2,Unemployed,34,Rented,High School,Divorced,0,1,406,377.952031334063
275,86642,34946,10,10,0.971615046173614,94.115413945433,Personal Loan,2,Self-employed,34,Owned,High School,Married,4,0,80480,300
276,59141,5455,19,7,0.811518076689881,29.3186592152112,Home Loan,4,Salaried,28,Rented,Doctorate,Married,4,4,14999,370.659855271951
277,101521,30752,9,3,0.90086646837424,51.1661138702263,Home Loan,3,Salaried,49,Rented,High School,Divorced,4,0,92624,300
278,37661,28637,13,1,0.779177083396721,71.2332748353221,Credit Card,3,Salaried,20,Rented,Master’s,Married,2,4,21718,300
279,80205,9185,17,7,0.505440462774145,95.7941520285848,Auto Loan,4,Salaried,39,Owned,Master’s,Divorced,1,2,13579,409.898029736878
280,130368,31292,10,2,0.244039081984647,83.4832358594631,Credit Card,2,Salaried,30,Rented,Bachelor’s,Divorced,1,5,32567,357.789709731267
281,105627,27915,9,8,0.111460405581932,7.93956458235869,Credit Card,4,Self-employed,25,Mortgaged,High School,Single,0,1,49873,300
282,133815,14917,16,1,0.288567981128713,7.78675027092181,Auto Loan,3,Salaried,64,Rented,Bachelor’s,Single,2,1,34419,404.66157702259
283,38648,39026,15,4,0.361281680317935,88.4324868189154,Credit Card,1,Unemployed,64,Mortgaged,High School,Married,2,1,48506,358.723408710998
284,143332,17428,16,9,0.0741133050390905,68.361023933731,Personal Loan,1,Unemployed,61,Rented,Bachelor’s,Married,3,5,49404,590.183848129623
285,61421,24922,1,8,0.810702397669153,0.228247315241104,Personal Loan,0,Unemployed,39,Rented,Bachelor’s,Single,4,0,23636,300
286,144231,46640,11,1,0.00870675470731686,13.1700243701747,Auto Loan,1,Unemployed,24,Mortgaged,High School,Single,1,3,31482,333.668336714356
287,33940,2802,9,7,0.674765327219318,30.6902318539932,Home Loan,2,Self-employed,39,Owned,Master’s,Married,3,5,73360,381.485249871731
288,30463,47932,8,7,0.907784719016676,55.5203380734584,Personal Loan,2,Salaried,65,Mortgaged,Master’s,Divorced,2,4,2451,300
289,138375,18726,3,1,0.230694073180829,33.5122646899472,Home Loan,4,Self-employed,43,Mortgaged,Doctorate,Divorced,0,3,28962,300
290,146185,22092,6,9,0.98393860611772,61.7410678760513,Home Loan,2,Salaried,58,Owned,Master’s,Divorced,1,5,14889,324.47333999292
291,32916,49844,2,6,0.280023512882715,74.0399407878773,Personal Loan,2,Self-employed,20,Mortgaged,Bachelor’s,Divorced,5,5,44182,300
292,106257,19264,20,7,0.0327341330301174,51.2578869797928,Personal Loan,2,Salaried,26,Mortgaged,Master’s,Divorced,3,0,226,531.873530186885
293,32508,6474,8,6,0.755806592918465,77.7973555351015,Credit Card,3,Salaried,34,Mortgaged,Bachelor’s,Divorced,2,3,54069,312.620018475704
294,58677,46842,15,4,0.0135252366893144,12.2205961082384,Auto Loan,1,Self-employed,23,Mortgaged,Master’s,Single,0,3,34536,329.665774385188
295,90950,21140,15,9,0.356534905925385,92.2716659260689,Home Loan,3,Unemployed,51,Owned,Master’s,Single,0,5,58360,410.415675703829
296,90937,7895,19,2,0.810709455425408,82.0372208825236,Home Loan,1,Salaried,39,Mortgaged,Doctorate,Divorced,4,3,50519,531.097331565388
297,113108,49623,19,8,0.952276148489965,89.2589908985642,Personal Loan,2,Salaried,55,Owned,Doctorate,Divorced,4,5,1131,306.692213933619
298,107808,19523,8,3,0.0850728098966564,77.1991047698917,Home Loan,0,Self-employed,50,Mortgaged,Master’s,Single,1,5,14355,499.34927139528
299,51457,42676,10,5,0.303018325522603,11.7675674182607,Personal Loan,2,Self-employed,57,Owned,Doctorate,Married,5,4,29880,300
300,61830,29338,9,4,0.587785230108265,31.0110471430701,Credit Card,4,Unemployed,41,Mortgaged,Master’s,Divorced,5,1,41182,300
301,97786,3170,13,6,0.0380608113780713,4.05009287440413,Personal Loan,2,Unemployed,43,Owned,Bachelor’s,Married,2,4,8526,507.559631966062
302,142096,23916,14,9,0.695682461912462,20.3188341185214,Personal Loan,1,Unemployed,30,Rented,Doctorate,Married,0,3,58793,450.741837534681
303,124253,15848,6,8,0.796947776890545,17.9245782647728,Auto Loan,0,Unemployed,44,Mortgaged,Master’s,Divorced,4,0,53443,432.862844776665
304,114041,43615,6,7,0.454846130521917,19.5623568495289,Auto Loan,3,Self-employed,60,Rented,Doctorate,Married,2,5,45785,300
305,39888,38325,7,9,0.184236981738276,67.7901537565519,Credit Card,3,Unemployed,48,Mortgaged,Doctorate,Divorced,2,5,53098,300
306,91415,37210,5,7,0.754515518440474,91.346484572201,Auto Loan,0,Salaried,28,Rented,Doctorate,Married,3,0,17721,330.115023775386
307,120644,21494,15,5,0.429330685274959,25.0909028996496,Credit Card,3,Self-employed,37,Owned,High School,Single,4,1,58789,367.571716255662
308,37537,14718,19,7,0.258823046798262,46.5456323109557,Credit Card,4,Unemployed,30,Mortgaged,Bachelor’s,Single,2,0,77278,373.825178142318
309,140673,4116,13,2,0.641652566617492,4.07288067206405,Home Loan,0,Unemployed,35,Rented,Doctorate,Single,0,5,76726,551.073183674283
310,102633,19108,5,9,0.145545020754363,36.5215542683962,Credit Card,5,Unemployed,31,Owned,High School,Married,5,0,57983,300
311,135229,39436,4,6,0.355245307561007,50.4093091398932,Home Loan,4,Salaried,19,Mortgaged,Doctorate,Divorced,4,4,27130,300
312,116181,20752,15,10,0.703404490885497,63.2499277379053,Personal Loan,0,Unemployed,61,Rented,Bachelor’s,Single,0,2,20117,534.978514780403
313,80274,33168,10,3,0.315456904275693,78.4214765349493,Auto Loan,2,Unemployed,56,Mortgaged,Bachelor’s,Divorced,5,4,7769,310.341047839905
314,40194,16281,16,8,0.831591128665304,40.9892824245338,Auto Loan,3,Self-employed,42,Owned,Master’s,Single,4,4,4790,332.726528345737
315,64711,40966,12,1,0.879300119181258,37.2092728393875,Personal Loan,0,Salaried,37,Owned,High School,Divorced,2,5,51552,300
316,56540,21925,7,3,0.0766338854143329,32.7340699449725,Home Loan,5,Self-employed,21,Owned,Bachelor’s,Single,4,5,73947,300
317,51526,36970,12,2,0.756152052291239,6.31108409238849,Home Loan,5,Salaried,54,Rented,Master’s,Married,5,0,18428,300
318,47925,31282,15,2,0.963246769142012,4.65369785403942,Auto Loan,2,Unemployed,64,Owned,Doctorate,Single,3,1,53697,300
319,58606,10503,7,2,0.428124409103263,83.501616608405,Home Loan,0,Self-employed,46,Mortgaged,Master’s,Divorced,1,0,20793,465.494034060543
320,109933,35597,5,10,0.393334344853518,11.3076867887197,Auto Loan,5,Unemployed,26,Mortgaged,High School,Single,4,3,46341,300
321,40850,35555,12,5,0.114888058971382,56.2353960689126,Personal Loan,4,Salaried,29,Owned,High School,Divorced,0,5,99201,300
322,91333,21961,3,1,0.612282647767109,4.38611107967062,Credit Card,1,Self-employed,31,Owned,High School,Divorced,5,0,77112,300
323,51888,27492,18,10,0.871100305890575,72.3191866242469,Auto Loan,0,Self-employed,42,Rented,Doctorate,Divorced,4,5,82619,476.181562723066
324,43008,33975,9,9,0.338673481107416,29.5557431835512,Personal Loan,1,Salaried,44,Mortgaged,Doctorate,Divorced,0,2,35484,324.707523481034
325,41753,10677,11,9,0.0948854924561503,57.6323324453612,Home Loan,5,Self-employed,18,Mortgaged,Master’s,Single,1,3,27954,300
326,104325,42013,5,7,0.613468863887534,57.7484682757242,Personal Loan,3,Self-employed,45,Rented,Doctorate,Married,0,0,81998,300
327,146910,12403,18,8,0.891966282551807,62.0928781166548,Personal Loan,0,Unemployed,48,Owned,Master’s,Single,5,4,76460,597.774810803147
328,118947,15674,9,6,0.481894882959897,55.439844833325,Credit Card,3,Salaried,37,Rented,Master’s,Married,0,2,89594,350.458434120673
329,56438,5398,11,5,0.41684653691271,57.8659019556094,Auto Loan,1,Salaried,35,Mortgaged,Doctorate,Divorced,3,2,13341,482.883630619867
330,82774,35217,2,5,0.917530039492358,37.8574217821585,Credit Card,3,Salaried,54,Rented,Bachelor’s,Single,3,3,35158,300
331,109751,34628,18,1,0.231004236954733,26.2687684244034,Home Loan,0,Salaried,42,Rented,Bachelor’s,Married,1,2,91951,475.061293850062
332,144842,25512,3,7,0.45452934952922,1.84829399946677,Personal Loan,0,Salaried,56,Owned,Master’s,Married,0,4,46076,389.472545380145
333,132976,10956,18,3,0.56386037949383,61.3170661894772,Auto Loan,2,Unemployed,22,Owned,Bachelor’s,Married,2,5,96484,503.143161812022
334,142451,47517,18,1,0.608759356226707,1.22331814713484,Credit Card,2,Self-employed,28,Rented,Doctorate,Single,4,1,26330,300
335,122556,4921,6,10,0.308646907565482,47.9318237582091,Home Loan,1,Salaried,18,Mortgaged,Master’s,Divorced,1,3,87456,510.200221122556
336,74263,20067,3,3,0.547341236529957,65.1836211679248,Home Loan,2,Unemployed,47,Rented,Bachelor’s,Divorced,1,5,51127,300
337,21044,38404,19,5,0.430171809428087,67.9995175101611,Auto Loan,0,Salaried,64,Rented,Bachelor’s,Married,0,3,68094,427.991911145605
338,118525,34547,16,4,0.17849251532841,98.049824615877,Home Loan,4,Salaried,22,Mortgaged,High School,Divorced,0,3,13017,317.457327441764
339,87707,28480,13,7,0.720220035913271,37.1276884236841,Auto Loan,5,Salaried,29,Mortgaged,Bachelor’s,Married,4,5,90114,300
340,124112,45328,18,4,0.932177051245924,5.20204271324345,Credit Card,3,Unemployed,28,Mortgaged,Bachelor’s,Divorced,4,2,56259,300
341,84225,34309,11,10,0.962292988626983,14.2821499328217,Credit Card,1,Salaried,50,Owned,Doctorate,Single,1,4,43473,305.516776103713
342,70799,33731,15,2,0.875373696141342,89.621495885804,Home Loan,3,Self-employed,54,Mortgaged,Master’s,Single,5,1,85947,300
343,75789,18235,14,9,0.372673818920125,92.1185923233073,Personal Loan,0,Self-employed,65,Rented,High School,Married,3,1,26395,553.142914269641
344,98601,12880,7,10,0.602002096709296,61.5730220220645,Personal Loan,0,Salaried,59,Rented,High School,Single,5,2,99134,491.920301340103
345,114397,18756,17,3,0.649022187942605,37.2696190036753,Auto Loan,4,Salaried,49,Rented,Master’s,Divorced,2,0,13680,321.217257374244
346,44597,24580,4,10,0.914734774369263,61.89175100683,Auto Loan,5,Salaried,52,Owned,High School,Divorced,2,2,59846,300
347,35643,12798,20,4,0.375902292905235,76.3086210092914,Credit Card,5,Salaried,60,Owned,Bachelor’s,Married,3,1,44124,330.336081214122
348,119566,1706,13,7,0.880235023756734,1.42734276972469,Auto Loan,2,Unemployed,45,Owned,Bachelor’s,Single,1,0,35571,448.870835675856
349,54958,32041,1,7,0.161058170391339,38.3804316877666,Personal Loan,0,Unemployed,19,Rented,Bachelor’s,Married,4,1,18950,324.518065471416
350,92225,30307,15,1,0.663917162311209,21.0854464650344,Credit Card,0,Unemployed,28,Owned,Doctorate,Single,0,2,9519,409.09934033473
351,47577,8771,5,2,0.841915610389387,60.6889716829136,Credit Card,2,Self-employed,59,Mortgaged,Bachelor’s,Married,1,5,13927,300
352,68832,7367,18,3,0.0709642763882996,27.2666160201058,Credit Card,2,Unemployed,23,Mortgaged,Master’s,Single,5,1,23498,510.589880371223
353,32443,45699,6,7,0.649786056960032,66.5989049599957,Auto Loan,0,Unemployed,38,Owned,Master’s,Divorced,4,3,93918,300
354,35175,3183,13,6,0.327900422433018,55.4417707386807,Credit Card,0,Self-employed,52,Mortgaged,Doctorate,Divorced,5,3,17425,562.465843126039
355,86620,24892,19,2,0.666404166020685,87.2138193190613,Auto Loan,2,Unemployed,23,Owned,High School,Divorced,1,5,32968,410.253159724129
356,65632,4093,5,9,0.0292726409803223,99.4784400450433,Personal Loan,2,Self-employed,59,Mortgaged,Doctorate,Married,3,4,30339,465.101622591156
357,139114,19635,19,10,0.816516995871321,7.06589834020138,Personal Loan,5,Salaried,49,Mortgaged,High School,Single,0,4,45062,306.448916249635
358,44350,45427,12,10,0.524283289330063,40.5411093305369,Auto Loan,5,Unemployed,64,Rented,Bachelor’s,Single,1,0,20976,300
359,60611,39854,4,3,0.861906085010063,22.3609868013159,Credit Card,3,Salaried,41,Mortgaged,Bachelor’s,Divorced,3,1,55924,300
360,136020,1906,16,2,0.639358655110261,31.771936462958,Home Loan,0,Unemployed,49,Rented,Bachelor’s,Single,2,5,96785,603.100102720453
361,75870,33287,9,2,0.752591401086924,7.54928239108461,Credit Card,2,Self-employed,20,Owned,Doctorate,Married,5,1,51340,300
362,38088,20390,14,6,0.345687901840878,61.3984386389735,Personal Loan,1,Unemployed,52,Rented,Bachelor’s,Married,0,0,95649,439.572429135399
363,30159,42843,11,2,0.809762294547523,65.4095627603847,Home Loan,4,Self-employed,30,Mortgaged,Doctorate,Divorced,5,1,22905,300
364,46193,34525,11,2,0.285720603170753,3.99811045798505,Credit Card,0,Salaried,18,Owned,Master’s,Divorced,1,1,79119,351.597328245251
365,92619,46873,19,10,0.384741444968399,11.9570361078429,Auto Loan,2,Unemployed,44,Rented,Doctorate,Single,1,5,51079,334.885373557082
366,83547,3357,16,9,0.254906141939787,63.3363056455207,Home Loan,1,Salaried,24,Rented,Doctorate,Single,0,0,55106,600.090538628782
367,65197,16519,1,4,0.865800682751712,28.9982323895558,Auto Loan,1,Salaried,35,Rented,Master’s,Married,3,5,61250,300
368,49402,21583,14,6,0.518786382092187,80.0683587437307,Personal Loan,2,Self-employed,27,Rented,Master’s,Single,4,4,22960,383.175207829313
369,36354,35001,13,9,0.712706275199691,7.98163080128229,Personal Loan,1,Self-employed,32,Owned,Master’s,Married,1,3,21621,306.951187880672
370,78812,8964,7,6,0.693830099521981,77.3856719088361,Auto Loan,4,Salaried,28,Rented,High School,Divorced,2,1,10137,300
371,24603,16388,17,6,0.282645364427794,99.4323619353195,Personal Loan,5,Self-employed,50,Mortgaged,Doctorate,Divorced,4,3,69388,305.91364452488
372,126756,49489,11,10,0.18927337081861,97.7020014376193,Auto Loan,0,Self-employed,23,Mortgaged,Master’s,Single,4,2,91101,426.982663636949
373,76019,18974,3,5,0.180554056183363,99.9216558325249,Auto Loan,5,Unemployed,37,Mortgaged,Bachelor’s,Married,4,5,91490,300
374,24005,6699,18,5,0.088154171511706,76.5654001575145,Home Loan,0,Salaried,47,Rented,High School,Married,2,3,27280,616.97561626092
375,104565,41755,9,2,0.852448986732621,67.5870579886016,Home Loan,2,Salaried,56,Owned,Master’s,Married,3,5,51548,300
376,110515,43554,17,8,0.583734242495393,79.0894214347031,Credit Card,1,Salaried,30,Mortgaged,High School,Married,4,3,89718,397.077953134479
377,77575,49881,18,3,0.151716805717369,55.6542334955399,Home Loan,4,Unemployed,53,Rented,Doctorate,Single,2,3,45076,300
378,111580,41955,20,1,0.415328369767734,99.1485799272488,Home Loan,4,Unemployed,20,Rented,Doctorate,Divorced,0,0,38795,300
379,134378,13391,1,3,0.485678183180707,27.0173656791999,Home Loan,1,Self-employed,47,Mortgaged,High School,Divorced,3,2,60787,362.571197854863
380,128619,4252,9,4,0.224441985152082,84.1578760608354,Credit Card,4,Unemployed,54,Mortgaged,High School,Single,2,3,16946,394.12073951521
381,146953,27786,8,9,0.627146102547174,81.6546398935001,Personal Loan,5,Salaried,53,Owned,Master’s,Single,3,2,19856,300
382,140275,42264,17,2,0.223774631177639,13.6265400235337,Auto Loan,1,Salaried,45,Mortgaged,High School,Single,4,0,26007,396.63247356067
383,82944,26528,18,7,0.135573577292289,79.5557526519494,Home Loan,2,Self-employed,31,Rented,Bachelor’s,Single,2,3,79857,463.876518596746
384,133544,41090,11,8,0.388952036216165,42.5888146516905,Home Loan,5,Unemployed,42,Rented,High School,Divorced,0,5,77451,300
385,139537,5840,16,3,0.907502938625504,5.94470737291271,Auto Loan,1,Self-employed,65,Rented,Bachelor’s,Married,2,4,63244,501.046726490573
386,142265,5600,7,8,0.855139002588167,78.1195635581647,Credit Card,5,Self-employed,43,Rented,Doctorate,Married,2,2,19407,300
387,100777,14119,9,7,0.615252936763454,90.0337978803983,Credit Card,0,Self-employed,25,Rented,Master’s,Divorced,5,5,91250,505.08127193052
388,78463,36890,15,8,0.801459392868699,1.03902405443644,Credit Card,1,Unemployed,56,Rented,Doctorate,Divorced,3,2,13381,328.232239407015
389,69008,27460,20,1,0.0317892832994894,72.8243635390221,Home Loan,2,Salaried,30,Mortgaged,Bachelor’s,Single,5,0,60864,446.938586772896
390,114566,26794,7,4,0.489214830204178,99.8575701479427,Personal Loan,2,Unemployed,64,Rented,High School,Single,1,2,84115,333.414635386887
391,138644,15920,9,7,0.00989921238256797,95.147418424712,Personal Loan,2,Self-employed,42,Mortgaged,High School,Single,2,3,21047,484.413121307433
392,40785,10822,4,2,0.536245308424496,35.3210704308436,Personal Loan,4,Salaried,48,Mortgaged,High School,Divorced,3,2,85690,300
